17220.19 ; 108.412 ; 21.594
17220.00 ; 108.411 ; 21.591
17219.91 ; 108.410 ; 21.590
17219.17 ; 108.406 ; 21.578
17218.95 ; 108.404 ; 21.574
17218.31 ; 108.400 ; 21.564
17218.00 ; 108.398 ; 21.559
17217.67 ; 108.396 ; 21.554
17217.02 ; 108.392 ; 21.543
17216.94 ; 108.392 ; 21.542
17216.83 ; 108.391 ; 21.540
17216.47 ; 108.389 ; 21.534
17216.06 ; 108.386 ; 21.527
17216.00 ; 108.386 ; 21.526
17215.86 ; 108.385 ; 21.524
17215.20 ; 108.381 ; 21.514
17214.98 ; 108.379 ; 21.510
17214.78 ; 108.378 ; 21.507
17214.19 ; 108.374 ; 21.497
17213.98 ; 108.373 ; 21.494
17213.52 ; 108.370 ; 21.486
17213.02 ; 108.367 ; 21.478
17212.97 ; 108.367 ; 21.477
17212.91 ; 108.366 ; 21.476
17212.67 ; 108.365 ; 21.473
17212.45 ; 108.364 ; 21.469
17212.03 ; 108.361 ; 21.462
17211.86 ; 108.360 ; 21.459
17211.28 ; 108.356 ; 21.450
17211.02 ; 108.354 ; 21.446
17210.84 ; 108.353 ; 21.443
17210.27 ; 108.350 ; 21.434
17210.02 ; 108.348 ; 21.429
17210.00 ; 108.348 ; 21.429
17209.97 ; 108.348 ; 21.429
17209.86 ; 108.347 ; 21.427
17209.78 ; 108.347 ; 21.426
17209.44 ; 108.345 ; 21.420
17209.14 ; 108.343 ; 21.415
17209.00 ; 108.342 ; 21.413
17208.84 ; 108.341 ; 21.410
17208.19 ; 108.337 ; 21.400
17207.94 ; 108.335 ; 21.396
17207.61 ; 108.333 ; 21.390
17207.09 ; 108.330 ; 21.382
17206.89 ; 108.329 ; 21.379
17206.41 ; 108.325 ; 21.371
17205.98 ; 108.323 ; 21.364
17205.48 ; 108.320 ; 21.356
17204.98 ; 108.317 ; 21.348
17204.27 ; 108.312 ; 21.336
17203.98 ; 108.310 ; 21.332
17203.55 ; 108.307 ; 21.325
17203.05 ; 108.304 ; 21.317
17202.97 ; 108.304 ; 21.315
17202.69 ; 108.302 ; 21.311
17202.19 ; 108.299 ; 21.303
17202.02 ; 108.298 ; 21.300
17202.00 ; 108.298 ; 21.300
17201.97 ; 108.298 ; 21.299
17201.67 ; 108.296 ; 21.294
17201.44 ; 108.294 ; 21.291
17201.30 ; 108.293 ; 21.288
17201.27 ; 108.293 ; 21.288
17201.06 ; 108.292 ; 21.284
17201.06 ; 108.292 ; 21.284
17201.02 ; 108.292 ; 21.284
17201.02 ; 108.292 ; 21.284
17200.97 ; 108.291 ; 21.283
17200.94 ; 108.291 ; 21.282
17200.39 ; 108.288 ; 21.274
17200.06 ; 108.286 ; 21.268
17200.02 ; 108.285 ; 21.267
17199.73 ; 108.283 ; 21.263
17199.31 ; 108.281 ; 21.256
17199.11 ; 108.280 ; 21.253
17199.11 ; 108.280 ; 21.253
17199.00 ; 108.279 ; 21.251
17199.00 ; 108.279 ; 21.251
17199.00 ; 108.279 ; 21.251
17198.98 ; 108.279 ; 21.251
17198.64 ; 108.277 ; 21.245
17198.19 ; 108.274 ; 21.238
17198.02 ; 108.273 ; 21.235
17197.98 ; 108.272 ; 21.235
17197.97 ; 108.272 ; 21.234
17197.92 ; 108.272 ; 21.234
17197.59 ; 108.270 ; 21.228
17197.14 ; 108.267 ; 21.221
17197.00 ; 108.266 ; 21.219
17196.98 ; 108.266 ; 21.218
17196.94 ; 108.266 ; 21.218
17196.56 ; 108.264 ; 21.212
17196.14 ; 108.261 ; 21.205
17196.08 ; 108.260 ; 21.204
17196.02 ; 108.260 ; 21.203
17196.00 ; 108.260 ; 21.202
17195.92 ; 108.259 ; 21.201
17195.84 ; 108.259 ; 21.200
17195.69 ; 108.258 ; 21.197
17195.81 ; 108.259 ; 21.199
17195.75 ; 108.258 ; 21.198
17195.91 ; 108.259 ; 21.201
17195.94 ; 108.260 ; 21.201
17195.97 ; 108.260 ; 21.202
17195.84 ; 108.259 ; 21.200
17195.70 ; 108.258 ; 21.198
17195.16 ; 108.255 ; 21.189
17194.91 ; 108.253 ; 21.185
17194.67 ; 108.252 ; 21.181
17194.83 ; 108.253 ; 21.183
17195.00 ; 108.254 ; 21.186
17195.00 ; 108.254 ; 21.186
17195.22 ; 108.255 ; 21.190
17195.81 ; 108.259 ; 21.199
17196.03 ; 108.260 ; 21.203
17196.39 ; 108.262 ; 21.209
17196.91 ; 108.266 ; 21.217
17197.05 ; 108.267 ; 21.219
17197.47 ; 108.269 ; 21.226
17197.88 ; 108.272 ; 21.233
17198.00 ; 108.273 ; 21.235
17198.19 ; 108.274 ; 21.238
17198.89 ; 108.278 ; 21.249
17199.34 ; 108.281 ; 21.257
17200.03 ; 108.285 ; 21.268
17200.59 ; 108.289 ; 21.277
17200.98 ; 108.291 ; 21.283
17201.14 ; 108.292 ; 21.286
17201.64 ; 108.295 ; 21.294
17201.89 ; 108.297 ; 21.298
17201.72 ; 108.296 ; 21.295
17201.33 ; 108.294 ; 21.289
17201.00 ; 108.291 ; 21.283
17200.98 ; 108.291 ; 21.283
17200.91 ; 108.291 ; 21.282
17200.83 ; 108.290 ; 21.281
17200.78 ; 108.290 ; 21.280
17200.34 ; 108.287 ; 21.273
17199.83 ; 108.284 ; 21.264
17200.06 ; 108.286 ; 21.268
17201.05 ; 108.292 ; 21.284
17198.63 ; 108.276 ; 21.245
17197.92 ; 108.272 ; 21.234
17198.00 ; 108.273 ; 21.235
17128.61 ; 107.836 ; 20.111
16705.55 ; 105.172 ; 13.269
16411.34 ; 103.320 ; 8.519
16255.19 ; 102.337 ; 6.001
16157.63 ; 101.723 ; 4.429
16094.25 ; 101.324 ; 3.408
16051.81 ; 101.057 ; 2.725
16020.36 ; 100.859 ; 2.219
15996.92 ; 100.711 ; 1.841
15978.34 ; 100.594 ; 1.542
15963.42 ; 100.500 ; 1.302
15951.09 ; 100.422 ; 1.104
15940.80 ; 100.358 ; 0.938
15932.25 ; 100.304 ; 0.800
15925.19 ; 100.259 ; 0.687
15919.41 ; 100.223 ; 0.594
15914.48 ; 100.192 ; 0.515
15910.45 ; 100.167 ; 0.450
